Tweet ID,Tweets with Decoded emojis,Final Annotation
16323,الحاقا على كلامي السابق فريقنا انتهى جيله الذهبي والان في مرحله بناء حالنا حال مانشستر يونايتد بعد ما طلع فيرغيسون طبيعي جدا ناخذ سنوات اعاده بناء الاداره اللي قبل جابت العيد والان الاداره ذي عليها ثلاث مراحل وضع خطه وهدف تنفيذ الخطه بتنظيف الفريق بناء فريق,ليست تهكم
16324,اييوه الي جابت طاري العيد صح لسانك والله الوضع يقهر مره لازم يشوفون حل يايجيبون شيء جديد او يعيدون الاشياء الحلوه العيد ماله طعم بدون اناشيد المجد غرفه المجد,ليست تهكم
16325,انا شفتك دخلتي الدولاب قلت بس جابت العيد :joy::joy: كنت مستعد انقذك بس الحمدلله بالاخير انا اللي كنت محتاج انقاذ :broken_heart::rofl::rofl:,تهكم
16326,جابت العيد بدري,ليست تهكم
16327,كلمه للبنت الطويله جابت العيد من الحماس:joy::joy:,تهكم
16328,بكره مع بعض حتى لما جت تترجم اسمهم جابت العيد,ليست تهكم
16329,لبس الجنوب مو كذا احس جابت العيد ولبست كل شي مع بعض :shrug: صار زحمه بلقيس جنوب الدرب,ليست تهكم
16330,والله اختي جابت فيني العيد م,تهكم
16331,حرمه غشيمه في مشحمه بتغير زيت السياره جابت العيد في اليماني مسكين :disappointed_relieved:,ليست تهكم
16332,قاعده تضحك :sob::sob: جابت العيد :sob::sob: بدون سبب :sob::sob:,تهكم
16333,ليسا رقصه موني بالغلط واستوعبت انها جابت العيد وقعدت ترقعها:sob::sob::skull:,تهكم
16334,وكل ما يقدمه في المباره عنفصتين ثلاث واحيانا وحده من الثلاث تربك الفريق هذا اذا ما جابت العيد فيه,ليست تهكم
16335,ابل مرا السنه ذي جابت العيد ومجمع فلوس الساعه بالخير رح تتوفر كمان كم شهر:smiling_face_with_tear::smiling_face_with_tear:,ليست تهكم
16336,اسوا من طخت وجهك من قال بان حال المراه سييء في البلاد العربيه تبغى تدافع جابت العيد,ليست تهكم
16337,امانه تجنن جابت العيد,ليست تهكم
16338,م اعتقد صحيه بعد البث اللي جابت العيد فيه,ليست تهكم
16339,رغم انها جابت العيد باللهجه بس جمالها وتمثيلها يشفعلها :pleading_face::hearts:,ليست تهكم
16340,فلسفه سولشاير وجيسي واختفى سانشو طول الشوط جابت فيهم العيد,تهكم
16341,تحاول تثير الجدل بس جابت العيد :sob:,تهكم
16342,حزن والله الطرد وقرارات العبيط بالدكه جابت العيد توقعتها مهرجان اهداف لكن خاب ظني,ليست تهكم
16343,مع احترامي بس بعض البنات سواقتهم تفضل ب مره من بعض الشباب بس لان ما عندهم خبره وكم بنت جابت العيد عممتوا عليهم كلهم رغم ان فيه شباب كثير يغلطون اسوء منهم بس محد يقول شيء,تهكم
16344,شوق جابت العيد في المريضض ضيعوا نبضات القلب:sob::sob:,تهكم
16345,ابك جابت العيد:joy::joy:,تهكم
16346,وقت اكتشفت انها جابت العيد وسربت الرقصه,ليست تهكم
16347,هذا الشئ من عمق ثقافتهم اتوقع مب تسويق ابدا حتى لو تشوف المسؤلين اليابانيين و الشركات اليابانيه دائما اذا جابت العيد في اي شئ يطلعون في مؤتمر صحفي و يعتذرون بالانحناء للناس,تهكم
16348,الغبيه جابت العيد:sob::sob:,تهكم
16349,يعني علشان خالفتك بوجهه نظري بالوضع السياسي الفاشل والمعارضه الي جابت العيد بالبلد صار عندي نقص وثوبي ملطخ افاقك السياسيه وافكارك ضيقه يا ولد,تهكم
16350,اشك انها جابت العيد بشكلها ورقعتها باطلاله غريبه,ليست تهكم
16351,نيكي احبها بس جابت العيد تقيمي,تهكم
16352,وجهها بعد ما جابت العيد :sob::sob:,ليست تهكم
16353,جابت العيد بالاخير :sob::sob:,تهكم
16354,احس جابت العيد بوجهها وقاعده تخفيه,تهكم
16355,لا مب مناسب ولا شيء خياس شوفي بعضهم عرفوا زين جابت العيد احد يرقع لها عشانه يحبها حتى روزي احبها بس مكياجها باهت ومطلعها اكبر من عمرها الله يحلل مينغ الفستان سبق ارتدت واحد يشبه بس اللهم قصه فستان ذا مب بنطلون من تحت,ليست تهكم
16356,البس قميص موسليني الوردي لونه الاصلي ابيض بس الغساله جابت العيد فيه :joy: tellonym,ليست تهكم
16357,بعد ماسويت طريقتي في الدايت كانت غلطه مني هي اللي جابت العيد:sob::broken_heart:,تهكم
16358,العنود جابت العيد متت ضحك منها:sob::sob: بالله شلون يجيب عمر وهو اصلا متسابق معهم هه,ليست تهكم
16359,شكل حرمته جابت العيد معه قبل خروجه من بيته,ليست تهكم
16360,الكلمه الي جابت فينا العيد لسنوات,ليست تهكم
16361,:sob:الايام جابت فينا العيد,ليست تهكم
16362,والله اخطائها اغطيها بشكل شبه يومي وكذا مره جابت العيد وادق عليها تعدل الوضع قبل احد ينتبه واخرتها القاها مستلمتني شكاوي سنه كامله قسم بالله صدمه,ليست تهكم
16363,يقولون مسويه تجميل عشان كذا مغطيه وجهها مدري يمكن جابت العيد بنفسها,ليست تهكم
16364,منال جابت العيد :rofl:,ليست تهكم
16365,امس اقول تلبس اللي يناسبها والحين جابت العيد خلوني انام بس,ليست تهكم
16366,من وانا احاول انام كله من قهوه صاحبتي جابت فيني العيد,ليست تهكم
16367,تجنن بس جابت العيد بلبسها,ليست تهكم
16368,حملت مره وحده ماتترقع ذي جابت العيد :joy_cat::joy_cat::running_man:,تهكم
16369,مااديسون جابت العيد الفرق بينهم يجلطك,تهكم
16370,جابت العيد من اوسع ابوابه :grin:,تهكم
16371,جابت العيد ذي وهي تتكلم عن القيز اسكتي ياخي مسويه فاهمه,ليست تهكم
16372,والله المفروض ما تفكر للحظه بهذا الموضوع واذا فكرت اهنيها الكاتبه جابت العيد وخربت :broken_heart: المفروض توقف ضد خالاتها وتصير هي ايفران عشان تقنع خالتها ياسمين بهذه الخرافه,تهكم
16373,تبي الدليل ان غيبتكك جابت العيد شفها بعد ما اقفيت تمطر علينا,تهكم
16374,يلديز من اول حلقه جابت العيد:sob:,ليست تهكم
16375,مشاهدها حلوه ذي الحلقه الا اخر مشهد جابت العيد :sob:,ليست تهكم
16376,ترجمه قوقل جابت فيها العيد:sob:,تهكم
16377,مافزعت بخير جابت العيد فيك :rofl::rofl: تبي ترقعها عمتها :joy::joy:,تهكم
16378,و اذا المقوله ما جابت لايكات اجيبها بالسكراب,ليست تهكم
16379,يلديز جابت العيد :rofl::rofl: asaklma,ليست تهكم
16380,روابط بث مباشر جابت العيد,ليست تهكم
16381,نيات قلبي جابت العيد فيني الناس عندي كلهم فيهم الخير ماشوف فيھم عيب مھما يجيني لين انجرحت وزاد جرحي من الغير,ليست تهكم
16382,واخر موسم جابت العيد,ليست تهكم
16383,الله يلعن حنين او جابت العيد,ليست تهكم
16384,ياما اسوم جابت العيد :joy::joy:,تهكم
16385,ثقتك هي اللي جابت فينا العيد,ليست تهكم
